#{"t_start": 1784039131.0779603, "env_id": "None"}
r,l,t
599.989792,197,7008.488095
788.355545,412,7010.926685
893.741409,260,7012.638982
982.130507,430,7015.251614
694.117971,240,7016.72743
693.9504,286,7018.413513
777.740004,450,7022.55421
697.517586,261,7023.929084
49.896535,144,7024.679109
603.341999,247,7025.945945
888.467942,319,7028.420954
990.894497,371,7031.210181
787.370121,477,7034.300098
699.887235,275,7038.115689
968.012079,555,7041.719853
783.814691,391,7044.288282
456.553723,536,7047.816013
593.285177,154,7048.853502
790.068381,241,7052.495652
689.054216,256,7054.182783
799.908655,268,7056.005283
1078.402076,445,7058.975886
147.300131,95,7059.604878
696.953697,287,7061.425153
689.097783,277,7063.205137
804.290036,279,7065.108567
701.522916,230,7068.800263
1088.560754,527,7072.203281
593.976255,178,7073.436307
978.914312,568,7077.053215
994.694676,392,7079.598392
1093.562096,379,7084.067832
796.36761,362,7086.412143
889.202048,349,7088.71221
886.506129,381,7091.259275
253.95031,369,7093.636399
1070.055444,529,7099.18026
265.506989,211,7100.614552
886.630945,463,7103.731793
601.551825,99,7104.347731
794.1571,308,7125.285468
48.109317,177,7126.439951
160.52857,142,7127.376289
565.545469,444,7130.26581
701.637932,155,7131.294409
792.791899,410,7135.997164
697.027115,173,7137.116882
598.1039,255,7138.806643
596.66724,182,7139.970061
600.522248,174,7141.077316
604.109107,195,7142.314367
695.367787,218,7143.65164
369.125594,653,7150.039024
973.757444,641,7154.114665
866.590264,484,7157.231255
976.353778,512,7160.573011
1081.530757,496,7165.91931
990.074641,380,7168.39659
788.680916,266,7170.099689
800.63479,307,7172.049785
881.385168,412,7174.735225
888.521158,466,7179.964992
781.464614,332,7182.122308
596.881581,173,7183.221122
891.205486,342,7185.389773
1051.354408,734,7190.156072
464.624885,435,7195.044895
789.983078,321,7197.222464
897.410116,382,7199.664895
1072.295832,629,7203.720286
985.458587,413,7206.401092
983.503641,548,7212.00451
874.741048,654,7216.217897
794.834926,258,7217.894902
690.992676,398,7220.394489
898.112294,315,7222.480171
875.120749,508,7228.001103
-49.168079,85,7228.586901
596.622481,229,7230.046757
685.272823,453,7232.951514
884.082471,324,7235.060558
1078.911394,470,7238.125842
897.687602,304,7242.163573
1068.087215,730,7246.873667
1073.343147,725,7251.57558
788.269494,332,7253.709416
786.528135,420,7258.483358
1058.356909,858,7264.002348
699.892553,337,7266.15483
792.934578,418,7268.861855
46.559815,152,7271.885757
691.438961,429,7274.749089
890.847413,418,7312.70706
790.917124,271,7314.520817
596.126187,144,7315.447845
602.574498,157,7316.424863
690.397566,378,7318.857043
984.537206,479,7324.019413
789.115346,389,7326.564625
1078.122783,568,7330.188894
53.49073,137,7331.113336
596.28055,254,7332.75387
51.317923,204,7334.035956
1070.154442,558,7339.778814
779.789784,366,7342.23476
881.704436,517,7345.513121
697.532062,170,7346.586909
789.252118,413,7349.273585
1082.667308,584,7355.713564
691.457657,413,7358.223558
1068.117601,676,7362.403419
599.959994,195,7363.613284
48.637135,109,7364.286559
700.354563,280,7365.982593
156.547953,92,7368.407666
1093.414469,470,7371.432558
698.493158,236,7373.157205
571.154363,498,7377.022479
692.169098,241,7378.772008
900.117273,287,7380.684889
883.574371,404,7385.437753
1060.974119,797,7390.668496
690.159005,226,7392.114445
988.268567,299,7394.021586
593.897201,198,7395.260208
977.116186,482,7400.628232
884.862524,518,7404.002498
153.257156,182,7405.113717
165.295035,187,7406.361148
1064.309374,711,7411.022702
984.150126,442,7416.252313
602.905376,133,7417.265427
1056.447726,665,7421.922205
